5 100
37
100 10 10
200 2 53 5
200 1 107 0
200 2 100 0
200 1 92 0
200 2 84 0
200 1 58 0
200 2 84 0
200 1 94 8
400 1 127 141
200 2 135 0
300 1 111 12
200 2 138 0
200 1 31 0
200 2 144 0
200 1 3 0
200 2 15 0
400 1 125 144
200 1 81 0
200 2 2 0
200 1 95 5
200 2 38 0
200 1 122 0
200 2 95 0
200 1 99 0
200 2 16 0
200 1 129 0
200 2 94 0
200 1 19 0
200 2 114 0
400 1 138 162
200 1 100 0
200 2 5 5
200 1 131 0
200 2 113 0
200 1 130 0
200 2 120 0
200 1 99 0
200 2 87 5
200 1 125 0
200 2 23 0
300 1 59 0
200 2 23 0
200 1 50 0
200 2 72 0
300 1 24 0
200 2 71 0
200 1 131 0
300 2 31 6
200 1 74 0
200 2 40 0
400 1 160 175
200 1 4 0
200 2 77 0
200 1 121 0
200 2 83 0
200 1 94 0
200 2 112 0
200 1 59 0
200 2 62 0
200 1 65 0
200 2 64 0
200 1 132 14
200 2 129 0
200 1 61 0
200 2 141 6
200 1 6 6
200 2 111 5
200 1 122 0
200 2 32 0
400 1 167 191
200 1 106 0
200 2 92 0
200 1 18 0
200 2 136 5
200 1 67 7
200 2 119 0
200 1 95 0
200 2 93 0
200 1 128 0
200 2 14 0
200 1 38 0
200 2 118 0
200 1 112 0
200 2 37 5
200 1 27 6
200 2 104 10
200 1 70 0
200 2 45 10
300 1 12 0
200 2 75 0
200 1 54 0
200 2 23 0
200 1 22 0
200 2 4 0
200 1 20 0
200 2 60 0
200 1 20 5
200 2 124 0
200 1 123 10
200 2 1 0
200 1 62 0
300 2 19 0
200 1 59 5
200 2 9 0
200 1 108 5
200 2 142 0
200 1 59 0
200 2 6 0
200 1 86 0
200 2 84 0
200 1 34 0
200 2 73 5
200 1 139 6
200 2 70 0
200 1 106 0
200 2 50 0
200 1 10 0
200 2 80 0
200 1 93 0
200 2 144 0
200 1 24 0
200 2 39 0
200 1 120 0
200 2 109 0
200 1 65 0
200 2 131 0
200 1 9 0
200 2 141 5
200 1 34 0
200 2 47 5
200 1 49 0
200 2 11 9
200 1 122 0
200 2 82 9
200 1 122 0
200 2 56 0
200 1 67 7
200 2 106 0
200 1 129 0
200 2 2 0
200 1 27 0
200 2 25 0
200 1 32 5
200 2 112 7
200 1 40 0
200 2 89 6
200 1 58 5
200 2 104 0
200 1 21 0
200 2 4 0
200 1 67 0
400 1 215 218
200 2 0 10
200 1 122 10
200 2 137 5
200 1 1 0
200 2 102 0
200 1 78 0
200 2 41 0
200 1 59 0
200 2 102 0
200 1 82 0
200 2 110 5
200 1 97 5
200 2 81 10
200 1 145 0
200 2 99 0
200 1 64 5
200 2 27 0
200 1 110 0
200 2 80 0
200 1 147 0
200 2 117 0
200 1 130 0
200 2 137 0
200 1 18 5
300 2 75 0
300 1 37 0
200 2 73 0
200 1 31 0
200 2 25 0
400 1 224 230
200 1 36 5
200 2 25 0
200 1 126 10
200 2 89 0
200 1 1 0
200 2 72 0
200 1 14 0
200 2 144 5
200 1 65 0
200 2 101 0
200 1 120 0
200 2 137 5
200 1 42 0
200 2 23 5
200 1 141 0
200 2 104 10
200 1 125 0
200 2 106 0
200 1 120 0
200 2 132 0
300 1 115 5
200 2 103 5
200 1 133 0
200 2 9 0
200 1 11 7
200 2 20 0
200 1 61 0
200 2 145 0
300 1 89 7
200 2 23 0
200 1 97 5
200 2 66 0
200 1 90 0
200 2 30 0
200 1 72 0
200 2 84 0
200 1 17 0
200 2 13 0
200 1 33 10
200 2 125 0
200 1 145 0
200 2 4 0
400 1 237 248
200 1 78 0
200 2 116 5
200 1 40 0
200 2 25 5
200 1 95 0
200 2 98 0
200 1 20 0
200 2 32 5
400 1 249 245
200 1 130 0
200 2 38 0
200 1 0 0
200 2 84 0
300 1 7 0
200 2 92 0
200 1 145 0
200 2 105 5
200 1 68 0
200 2 80 0
200 1 77 0
200 2 22 0
200 1 69 6
200 2 16 0
200 1 100 0
200 2 56 0
200 1 25 0
400 1 268 263
200 2 123 0
200 1 38 0
200 2 143 0
200 1 33 0
200 2 32 0
300 1 144 23
200 2 94 0
200 1 44 0
400 1 265 264
200 2 46 0
200 1 9 0
200 2 98 0
200 1 55 0
200 2 37 10
200 1 59 0
200 2 52 0
200 1 134 5
200 2 121 5
200 1 54 0
200 2 38 0
200 1 69 0
200 2 17 0
200 1 89 0
200 2 28 0
200 1 0 0
200 2 82 9
200 1 105 0
200 2 75 5
200 1 58 5
200 2 117 0
200 1 70 5
200 2 143 0
200 1 64 0
200 2 107 5
400 1 271 269
200 1 31 0
200 2 43 0
200 1 79 11
200 2 128 0
200 1 28 0
200 2 126 11
200 1 95 0
200 2 111 0
200 1 45 0
200 2 39 0
200 1 3 0
200 2 107 0
200 1 82 0
200 2 11 14
300 1 111 8
200 2 128 0
200 1 105 0
200 2 30 15
200 1 36 5
200 2 67 0
200 1 80 5
200 2 51 0
400 2 247 253
200 1 135 0
200 2 20 0
200 1 111 0
200 2 65 0
200 1 68 0
200 2 91 0
200 1 92 0
300 2 78 5
200 1 53 0
200 2 137 5
200 1 101 0
200 2 81 0
200 1 129 0
200 2 67 0
200 1 126 0
200 2 124 0
200 1 118 0
200 2 75 0
400 2 272 269
200 1 108 0
200 2 15 0
200 1 49 0
200 2 66 5
200 1 17 0
200 2 0 0
200 1 43 0
200 2 73 0
200 1 25 0
200 2 19 0
200 1 123 5
200 2 64 0
200 1 115 0
200 2 80 0
200 1 91 5
200 2 84 0
200 1 21 0
200 2 122 0
200 1 108 5
200 2 81 5
200 1 49 0
200 2 50 0
200 1 28 0
200 2 43 0
200 1 96 5
200 2 108 0
200 1 54 5
200 2 44 5
200 1 50 0
200 2 29 0
200 1 141 0
200 2 22 0
200 1 26 6
200 2 7 10
200 1 13 0
200 2 120 10
200 1 87 15
200 2 21 0
200 1 14 0
400 0 286 279
200 2 107 0
200 1 25 0
400 0 289 282
200 2 46 0
300 1 145 0
200 2 15 0
200 1 17 0
200 2 55 7
200 1 12 22
200 2 136 0
200 1 65 5
200 2 70 0
200 1 13 0
200 2 94 0
200 1 3 0
200 2 82 0
200 1 14 5
200 2 67 5
200 1 28 0
200 2 25 0
200 1 119 5
200 2 87 9
200 1 3 5
200 2 137 0
200 1 96 0
200 2 92 5
200 1 54 5
200 2 98 5
200 1 45 0
200 2 135 0
200 1 73 5
200 2 78 0
300 1 88 0
200 2 114 5
200 1 67 0
200 2 78 5
200 1 50 0
400 1 282 280
200 2 116 0
200 1 17 0
200 2 9 0
200 1 0 0
200 2 30 0
200 1 107 5
200 2 110 0
200 1 43 0
200 2 60 0
200 1 12 0
200 2 95 0
200 1 58 0
200 2 147 0
200 1 69 0
200 2 103 0
200 1 63 0
200 2 56 0
200 1 103 0
200 2 95 0
200 1 144 0
200 2 5 0
200 1 105 0
200 2 37 18
200 1 67 22
200 2 134 0
200 1 48 5
200 2 33 0
200 1 84 0
200 2 2 0
200 1 61 0
200 2 40 0
200 1 46 0
200 2 11 0
200 1 142 5
200 2 93 5
200 1 65 0
200 2 4 0
200 1 85 0
300 2 116 0
200 1 19 0
300 2 34 0
200 1 105 5
200 2 112 0
200 1 140 0
200 2 13 0
200 1 23 0
200 2 71 10
200 1 74 0
200 2 59 0
200 1 76 0
200 2 0 0
200 1 80 0
200 2 69 0
200 1 19 6
200 2 3 5
200 1 94 5
200 2 29 0
200 1 113 0
200 2 71 0
200 1 54 0
200 2 0 0
200 1 84 0
200 2 84 0
200 1 62 6
200 2 64 0
200 1 1 0
200 2 80 0
200 1 146 0
200 2 141 0
200 1 93 0
200 2 5 0
200 1 91 0
200 2 144 0
200 1 74 0
200 2 14 5
200 1 25 0
200 2 8 6
200 1 29 0
200 2 116 7
200 1 20 0
200 2 124 0
200 1 95 0
200 2 7 0
200 1 137 0
200 2 84 0
200 1 64 0
200 2 105 0
200 1 63 0
200 2 12 0
200 1 135 0
200 2 30 0
200 1 127 5
200 2 94 5
200 1 108 0
200 2 141 0
200 1 29 0
200 2 88 0
200 1 122 0
200 2 98 5
200 1 88 5
200 2 44 0
200 1 9 0
200 2 48 5
200 1 126 5
200 2 22 5
200 1 35 0
200 2 37 0
200 1 59 7
200 2 147 0
400 1 343 347
200 1 68 5
200 2 3 5
200 1 106 0
200 2 55 0
300 1 136 5
200 2 69 5
200 1 93 0
200 2 82 0
300 1 14 0
200 2 143 5
200 1 89 0
200 2 135 0
200 1 65 0
300 2 68 27
200 1 10 0
200 2 121 6
200 1 28 16
200 2 100 0
200 1 124 0
200 2 141 5
200 1 113 0
200 2 70 0
200 1 78 0
200 2 115 0
300 1 61 0
200 2 110 0
200 1 109 5
400 2 328 319
200 2 52 0
200 1 43 0
200 2 124 0
200 1 81 0
200 2 116 0
200 1 100 0
200 2 132 5
200 1 63 0
200 2 109 0
200 1 98 0
200 2 114 10
200 1 46 0
200 2 120 0
200 1 142 0
200 2 112 0
200 1 60 0
200 2 106 0
200 1 122 0
200 2 15 0
300 1 18 0
200 2 58 5
200 1 110 0
200 2 76 0
200 1 81 0
200 2 144 0
200 1 113 0
400 2 366 336
200 2 133 5
200 1 92 5
200 2 9 0
200 1 44 0
200 2 124 0
200 1 126 0
300 2 134 0
200 1 35 0
200 2 44 0
200 1 4 0
200 2 38 5
200 1 73 5
200 2 94 0
200 1 108 0
200 2 76 0
200 1 67 0
200 2 97 0
200 1 144 5
200 2 132 0
200 1 100 0
200 2 84 0
200 1 108 5
200 2 57 0
200 1 79 0
200 2 52 5
200 1 67 0
200 2 115 0
200 1 40 0
200 2 142 7
200 1 62 5
200 2 118 0
200 1 116 0
200 2 66 0
200 1 7 5
200 2 86 0
200 1 71 0
200 2 66 0
200 1 28 0
200 2 140 0
200 1 35 18
200 2 12 6
200 1 66 7
200 2 33 6
200 1 95 0
200 2 89 0
200 1 75 0
200 2 118 5
200 1 21 5
200 2 98 0
200 1 82 0
200 2 136 0
200 1 92 6
200 2 121 9
200 1 46 0
200 2 12 0
200 1 64 0
200 2 1 0
200 1 57 0
200 2 113 0
400 2 381 349
200 1 23 0
200 2 93 0
200 1 83 0
200 2 33 0
200 1 80 0
200 2 70 0
200 1 105 0
200 2 22 0
200 1 86 0
200 2 19 11
200 1 119 0
200 2 98 0
200 1 127 5
200 2 41 0
200 1 134 0
200 2 125 5
200 1 81 15
200 2 98 0
200 1 134 0
200 2 105 0
200 1 9 0
200 2 83 9
400 2 394 357
200 1 80 0
400 2 397 357
200 2 86 0
200 1 43 0
200 2 33 5
200 1 45 0
300 2 63 5
200 1 85 21
200 2 127 0
200 1 54 0
400 2 385 335
200 2 77 5
200 1 99 0
200 2 66 10
200 1 18 0
200 2 138 10
200 1 114 5
200 2 21 0
200 1 13 0
200 2 21 0
400 2 382 325
200 1 91 5
200 2 55 0
200 1 0 0
200 2 8 0
200 1 95 0
200 2 142 5
200 1 133 0
200 2 70 0
200 1 48 0
200 2 61 0
200 1 45 5
200 2 38 0
200 1 51 0
200 2 45 0
200 1 142 0
200 2 52 0
200 1 124 0
200 2 4 0
200 1 110 11
200 2 55 0
200 1 30 9
200 2 18 0
200 1 48 5
200 2 114 0
200 1 115 0
200 2 68 0
200 1 77 0
200 2 10 7
200 1 118 5
200 2 34 0
200 1 24 5
200 2 15 0
200 1 75 5
200 2 27 0
200 1 134 0
200 2 99 5
200 1 139 0
200 2 8 6
200 1 61 6
200 2 92 0
200 1 89 6
200 2 141 0
200 1 18 0
200 2 50 0
200 1 135 9
200 2 75 0
200 1 28 0
300 2 26 24
200 1 109 0
200 2 147 0
200 1 99 0
200 2 122 0
200 1 142 0
200 2 29 0
300 1 55 0
200 2 59 11
300 1 93 10
200 2 97 0
200 1 88 0
200 2 124 5
200 1 80 5
200 2 21 5
200 1 132 0
200 2 80 0
200 1 38 0
200 2 43 0
200 1 134 5
200 2 13 0
200 1 102 18
200 2 42 0
200 1 93 5
200 2 143 0
200 1 9 0
200 2 47 0
300 1 63 0
200 2 12 0
200 1 129 5
400 1 355 338
200 2 23 5
200 1 51 0
200 2 128 0
200 1 108 9
200 2 1 0
200 1 30 0
200 2 37 5
200 1 102 11
400 1 347 335
200 2 21 5
200 1 100 0
200 2 42 0
200 1 19 0
200 2 102 0
200 1 93 0
200 2 135 0
200 1 103 0
200 2 15 0
200 1 52 16
200 2 141 0
200 1 56 0
200 2 78 5
200 1 62 0
200 2 60 0
200 1 33 0
200 2 61 0
200 1 122 0
200 2 84 0
200 1 79 0
200 2 67 0
200 1 139 0
200 2 103 0
200 1 136 0
200 2 73 0
200 1 43 0
200 2 27 0
200 1 130 0
200 2 99 0
200 1 103 0
200 2 141 0
200 1 123 0
200 2 89 0
200 1 130 0
200 2 38 0
200 1 114 0
200 2 117 6
200 1 54 6
200 2 9 0
200 1 116 0
200 2 80 0
200 1 28 0
200 2 144 0
200 1 8 0
200 2 9 0
200 1 108 0
200 2 22 0
200 1 40 10
200 2 89 0
300 1 0 0
200 2 93 0
300 1 140 0
200 2 32 0
200 1 91 0
200 2 101 5
200 1 85 0
200 2 54 5
200 1 122 0
200 2 137 0
200 1 107 5
200 2 45 0
200 1 76 7
200 2 44 0
200 1 26 0
200 2 10 0
300 1 132 27
200 2 107 0
200 1 2 0
200 2 70 5
200 1 87 0
200 2 101 0
200 1 43 0
200 2 107 0
200 1 85 5
200 2 122 0
200 1 28 0
200 2 84 0
200 1 140 0
200 2 49 0
200 1 111 0
200 2 93 0
200 1 76 0
200 2 139 5
200 1 21 0
200 2 58 0
200 1 6 18
200 2 145 0
200 1 136 0
200 2 65 0
200 1 74 0
200 2 90 5
200 1 15 0
200 2 50 0
200 1 47 0
200 2 140 0
200 1 26 9
200 2 63 5
200 1 12 5
200 2 125 0
200 1 103 6
200 2 116 0
200 1 14 0
200 2 11 5
200 1 76 5
200 2 137 0
200 1 34 5
200 2 16 16
200 1 82 0
200 2 94 0
400 1 364 356
200 1 32 0
200 2 63 6
200 1 85 0
200 2 106 0
200 1 136 0
200 2 99 0
200 1 141 0
200 2 42 0
200 1 40 0
200 2 91 0
200 1 37 0
200 2 120 0
200 1 2 0
200 2 102 5
200 1 22 0
200 2 139 0
200 1 56 5
200 2 0 0
200 1 34 0
200 2 89 0
200 1 141 0
200 2 84 0
200 1 80 6
200 2 72 0
200 1 85 5
200 2 87 5
200 1 79 0
200 2 66 0
200 1 91 0
200 2 84 0
200 1 35 0
200 2 87 0
200 1 22 0
200 2 58 0
200 1 68 0
200 2 11 6
200 1 23 0
200 2 107 5
200 1 134 0
200 2 48 0
200 1 146 5
200 2 11 5
200 1 95 0
200 2 24 0
200 1 147 0
200 2 33 0
200 1 11 0
200 2 55 6
200 1 61 0
200 2 35 0
200 1 109 0
200 2 48 5
200 1 91 0
200 2 0 0
200 1 27 0
200 2 38 0
200 1 107 0
200 2 125 0
200 1 63 0
200 2 117 0
200 1 81 0
200 2 20 0
200 1 31 10
200 2 128 0
200 1 117 0
200 2 65 0
200 1 74 0
200 2 53 0
200 1 124 0
200 2 121 0
200 1 40 15
200 2 35 0
200 1 106 9
400 1 415 416
200 2 17 0
200 1 56 0
200 2 124 0
200 1 91 0
200 2 31 0
200 1 31 0
300 2 49 22
200 1 88 0
200 2 107 0
200 1 44 0
200 2 51 0
200 1 85 0
200 2 121 5
200 1 78 5
200 2 73 0
200 1 133 6
200 2 21 0
200 1 130 0
200 2 102 5
200 1 143 0
200 2 74 5
200 1 137 0
200 2 121 5
200 1 34 0
200 2 8 0
200 1 0 0
200 2 3 0
200 1 19 6
200 2 88 0
200 1 90 0
200 2 132 0
200 1 7 0
200 2 25 0
200 1 106 0
200 2 113 0
200 1 33 0
200 2 124 5
400 1 445 430
200 1 54 0
200 2 67 5
200 1 48 0
200 2 83 0
200 1 135 5
200 2 95 5
200 1 36 0
200 2 11 0
200 1 58 5
200 2 17 0
200 1 13 0
200 2 35 0
200 1 110 0
200 2 74 5
200 1 85 0
200 2 80 0
400 1 459 439
200 1 23 0
200 2 105 0
200 1 88 5
400 1 460 442
200 2 26 0
200 1 6 0
200 2 22 0
200 1 21 0
300 2 145 12
200 1 146 0
200 2 38 6
200 1 86 0
200 2 107 0
200 1 78 0
200 2 18 5
200 1 98 0
200 2 96 0
200 1 36 5
200 2 66 5
200 1 70 15
200 2 111 0
200 1 54 0
200 2 147 0
200 1 2 5
200 2 26 0
300 1 23 0
300 2 27 29
200 1 21 0
200 2 83 20
200 1 12 0
200 2 89 0
200 1 32 0
200 2 41 10
200 1 111 0
400 1 422 402
200 2 81 0
200 1 127 0
200 2 37 0
300 1 136 0
200 2 126 16
200 1 16 0
200 2 16 5
400 2 419 393
200 1 22 0
200 2 34 5
200 1 117 6
200 2 111 0
200 1 40 10
200 2 129 0
200 1 112 0
200 2 143 0
200 1 37 5
200 2 112 0
400 1 413 403
200 1 49 0
200 2 51 0
200 1 4 5
200 2 92 0
200 1 30 0
200 2 46 0
200 1 116 0
200 2 87 0
400 1 420 400
200 1 81 0
300 2 147 0
200 1 52 0
200 2 54 0
200 1 39 0
200 2 105 0
200 1 126 5
200 2 4 0
200 1 96 0
200 2 52 15
200 1 101 0
200 2 34 0
200 1 7 0
200 2 2 0
200 1 139 0
300 2 100 0
200 1 115 6
200 2 102 0
200 1 28 5
200 2 62 0
200 1 38 0
200 2 70 6
200 1 40 9
200 2 70 0
200 1 93 0
200 2 39 0
200 1 43 0
200 2 81 0
200 1 100 0
200 2 124 0
200 1 119 0
200 2 68 0
200 1 92 12
200 2 54 0
200 1 117 0
400 1 427 419
400 1 427 419
200 2 2 0
200 1 126 0
200 2 120 0
200 1 16 0
200 2 87 0
200 1 121 5
200 2 7 0
200 1 122 0
200 2 123 0
200 1 11 0
200 2 81 11
200 1 133 15
200 2 59 0
200 1 72 0
200 2 122 0
200 1 49 10
200 2 26 0
200 1 8 0
400 1 424 430
200 2 91 0
200 1 74 0
400 1 427 433
200 2 56 0
200 1 142 0
300 2 27 0
200 1 45 0
200 2 3 0
200 1 37 0
200 2 98 0
200 1 18 5
200 2 27 5
200 1 50 0
300 2 64 21
300 1 137 13
200 2 24 0
200 1 65 0
200 2 18 0
200 1 125 0
200 2 26 5
200 1 12 10
200 2 143 5
200 1 91 0
200 2 60 5
200 1 102 0
200 2 61 0
200 1 67 0
200 2 143 0
200 1 77 0
200 2 108 0
300 1 64 6
200 2 29 0
200 1 31 5
200 2 64 0
200 1 92 0
200 2 85 0
200 1 113 0
200 2 19 0
200 1 95 0
200 2 46 0
200 1 40 0
200 2 14 0
200 1 62 0
300 2 58 0
200 1 75 11
200 2 52 0
200 1 114 0
200 2 9 0
200 1 97 9
200 2 51 0
200 1 132 0
200 2 96 5
200 1 29 5
200 2 30 5
200 1 44 5
200 2 50 5
200 1 15 0
200 2 130 0
200 1 51 0
200 2 77 0
200 1 17 0
200 2 9 0
200 1 94 0
200 2 46 0
200 1 102 0
200 2 103 5
200 1 147 0
200 2 102 0
200 1 73 0
200 2 99 14
200 1 37 6
400 1 413 444
200 2 73 0
200 1 5 0
200 2 26 0
200 1 39 0
200 2 138 0
200 1 0 0
200 2 131 0
200 1 25 0
300 2 62 0
200 1 37 0
200 2 83 0
200 1 26 0
200 2 29 0
200 1 51 0
200 2 17 0
200 1 109 32
200 2 120 0
200 1 103 0
200 2 88 13
200 1 115 0
200 2 141 0
200 1 80 0
200 2 135 6
200 1 36 14
200 2 90 10
200 1 5 10
300 2 6 0
200 1 74 0
200 2 98 0
200 1 131 0
200 2 80 10
200 1 42 0
200 2 100 5
200 1 57 0
200 2 140 0
200 1 49 5
200 2 49 0
200 1 76 0
200 2 39 0
200 1 10 0
200 2 146 0
200 1 78 0
300 2 90 0
200 1 76 7
200 2 78 0
200 1 26 0
200 2 52 0
200 1 114 0
200 2 95 0
200 1 25 0
200 2 115 0
200 1 100 5
200 2 38 0
200 1 79 11
200 2 128 0
200 1 89 0
200 2 144 0
200 1 17 0
200 2 91 0
200 1 104 0
200 2 54 0
200 1 41 5
200 2 116 0
300 1 114 24
200 2 56 5
200 1 75 0
200 2 147 0
200 1 55 0
200 2 50 0
200 1 87 11
200 2 90 5
200 1 72 0
200 2 59 0
400 1 370 463
200 1 79 0
200 2 76 0
200 1 59 0
200 2 39 0
200 1 82 0
200 2 120 5
200 1 94 5
200 2 98 0
200 1 57 0
200 2 147 0
200 1 6 0
200 2 85 0
200 1 97 0
200 2 83 5
200 1 16 0
300 2 35 18
200 1 141 0
200 2 44 0
200 1 96 0
200 2 86 0
200 1 73 0
200 2 52 5
200 1 117 0
200 2 21 0
200 1 19 0
200 2 42 5
200 1 66 5
200 2 21 0
400 1 391 465
200 1 122 0
200 2 15 0
200 1 65 0
200 2 78 0
200 1 8 15
200 2 125 0
200 1 126 0
200 2 139 0
200 1 4 0
200 2 39 0
200 1 114 0
200 2 18 0
200 1 139 0
200 2 61 0
200 1 145 0
200 2 22 0
200 1 18 0
200 2 47 6
200 1 84 0
200 2 56 0
200 1 45 0
300 2 62 0
200 1 43 0
200 2 89 22
200 1 27 5
200 2 9 0
200 1 78 0
200 2 139 0
200 1 78 0
200 2 23 0
200 1 74 10
200 2 5 0
200 1 35 0
200 2 145 6
200 1 107 0
400 1 395 469
200 2 136 0
200 1 33 0
200 2 54 0
200 1 84 5
200 2 3 0
200 1 23 0
200 2 111 0
200 1 30 5
200 2 103 0
200 1 116 0
200 2 19 5
200 1 100 0
200 2 20 9
200 1 27 0
200 2 106 0
200 1 146 0
200 2 14 5
200 1 69 0
200 2 63 0
200 1 41 14
200 2 7 12
200 1 61 0
200 2 25 10
200 1 63 9
200 2 136 0
200 1 74 0
200 2 17 0
200 1 27 5
200 2 67 0
200 1 49 0
200 2 26 5
200 1 139 0
200 2 136 26
200 1 47 0
300 2 99 0
200 1 48 0
200 2 130 0
400 1 365 425
200 1 51 0
200 2 86 0
200 1 82 6
200 2 68 0
200 1 119 5
200 2 66 5
200 1 65 0
200 2 63 0
200 1 51 0
200 2 91 10
200 1 142 0
200 2 95 0
200 1 134 20
200 2 17 0
200 1 110 0
200 2 10 0
300 1 9 14
200 2 34 0
200 1 88 0
200 2 75 0
200 1 34 0
200 2 92 15
200 1 33 0
200 2 78 0
200 1 1 0
200 2 69 0
200 1 41 0
200 2 47 0
400 1 356 415
200 1 53 0
200 2 147 0
200 1 91 0
200 2 33 0
200 1 69 0
200 2 50 0
300 1 7 10
300 2 144 0
200 1 4 0
400 1 363 414
200 2 3 5
200 1 34 0
200 2 92 0
200 1 110 0
200 2 78 0
200 1 40 0
200 2 30 6
200 1 120 0
200 2 78 0
200 1 17 0
200 2 15 0
200 1 51 0
200 2 127 0
200 1 52 14
200 2 74 0
400 1 370 408
200 1 119 0
200 2 48 0
200 1 8 0
200 2 79 5
200 1 65 0
200 2 46 5
200 1 137 0
200 2 44 0
200 1 75 0
200 2 97 0
200 1 121 0
200 2 40 0
200 1 32 9
200 2 98 0
200 1 97 0
200 2 92 0
200 1 64 12
200 2 128 5
200 1 20 5
200 2 95 5
200 1 84 0
300 2 113 8
200 1 16 0
200 2 56 0
200 1 45 6
200 2 30 0
200 1 108 0
200 2 81 0
200 1 5 8
200 2 47 0
200 1 88 0
200 2 109 5
200 1 71 5
200 2 93 0
200 1 147 0
200 2 125 9
200 1 64 0
200 2 5 0
200 1 38 0
200 2 12 5
200 1 42 5
200 2 117 14
200 1 30 0
200 2 110 0
200 1 108 5
200 2 129 5
200 1 92 0
200 2 43 16
200 1 138 0
200 2 87 0
200 1 18 0
300 2 143 0
200 1 126 0
200 2 34 0
200 1 65 0
200 2 28 0
200 1 11 0
200 2 97 0
200 1 117 6
200 2 129 0
200 1 101 0
200 2 116 0
200 1 65 5
200 2 42 0
200 1 65 5
200 2 47 5
200 1 127 0
200 2 53 0
200 1 95 5
200 2 62 0
200 1 66 5
200 2 75 5
200 1 137 0
200 2 29 5
200 1 138 12
200 2 104 0
200 1 89 0
200 2 141 0
200 1 47 0
200 2 42 0
300 1 110 0
200 2 50 0
200 1 38 0
400 1 384 397
200 2 65 0
300 1 63 0
200 2 59 0
200 1 124 5
200 2 43 6
200 1 81 0
200 2 143 0
200 1 121 6
200 2 106 10
200 1 30 0
200 2 9 0
200 1 113 0
200 2 58 0
200 1 122 0
200 2 78 0
200 1 84 0
200 2 15 0
200 1 53 0
400 1 392 408
200 2 109 0
200 1 39 0
400 1 395 411
200 2 120 0
200 1 4 10
200 2 124 0
200 1 40 0
200 2 77 5
200 1 40 10
200 2 113 0
200 1 22 5
300 2 10 0
200 1 5 0
200 2 67 0
200 1 14 11
200 2 96 5
200 1 80 0
200 2 142 0
200 1 69 0
200 2 108 0
200 1 131 0
200 2 56 0
200 1 32 5
200 2 118 0
200 1 141 0
200 2 66 5
200 1 96 0
200 2 143 6
200 1 16 0
200 2 86 5
200 1 106 0
200 2 118 0
200 1 78 0
200 2 46 0
200 1 98 6
200 2 40 0
200 1 80 0
200 2 65 0
200 1 113 0
200 2 102 0
300 1 63 0
200 2 121 0
200 1 73 0
200 2 63 5
200 1 146 0
200 2 5 0
200 1 44 0
200 2 113 20
200 1 91 0
400 1 404 415
200 2 143 0
200 1 72 5
200 2 88 0
200 1 30 0
200 2 76 0
200 1 102 0
200 2 113 0
200 1 77 5
200 2 71 5
200 1 88 0
200 2 105 10
200 1 105 0
200 2 84 0
200 1 60 0
200 2 135 0
200 1 138 10
200 2 82 0
200 1 58 0
200 2 26 0
200 1 80 0
200 2 46 10
200 1 69 0
200 2 2 5
200 1 138 0
400 1 420 412
200 2 105 5
200 1 47 20
200 2 116 5
200 1 81 9
300 2 50 0
200 1 118 0
200 2 72 6
200 1 47 0
200 2 83 0
200 1 125 14
200 2 26 11
200 1 141 0
200 2 112 0
200 1 62 0
200 2 29 0
200 1 82 0
200 2 60 0
200 1 39 0
300 2 54 0
200 1 61 0
200 2 78 0
200 1 124 0
200 2 61 0
200 1 118 0
200 2 135 0
200 1 61 0
200 2 34 0
200 1 8 0
200 2 18 0
200 1 76 5
200 2 34 0
200 1 1 0
200 2 133 0
200 1 89 0
400 1 416 420
200 2 106 0
200 1 142 0
200 2 4 0
200 1 4 5
200 2 8 11
200 1 41 0
200 2 80 0
300 1 27 10
200 2 119 6
200 1 21 0
200 2 38 0
200 1 45 0
200 2 55 0
200 1 108 0
200 2 45 0
200 1 106 0
200 2 67 0
200 1 14 0
400 1 427 428
200 2 102 0
200 1 12 7
200 2 29 0
200 1 29 0
200 2 50 0
200 1 9 0
200 2 26 0
200 1 8 0
200 2 105 0
200 1 22 0
200 2 145 0
200 1 65 20
200 2 105 10
200 1 75 0
200 2 40 0
300 1 52 10
200 2 41 5
200 1 80 0
200 2 121 0
200 1 119 0
200 2 55 10
200 1 20 14
200 2 119 0
200 1 132 0
200 2 80 0
200 1 47 0
200 2 133 0
200 1 28 0
200 2 110 6
200 1 93 0
200 2 22 0
200 1 6 6
200 2 94 0
200 1 137 0
200 2 70 0
200 1 95 0
200 2 64 5
200 1 100 0
200 2 20 0
200 1 37 0
200 2 71 5
200 1 43 23
200 2 64 0
200 1 130 0
200 2 81 0
200 1 89 9
200 2 19 10
200 1 60 5
200 2 71 0
200 1 141 0
300 2 67 0
200 1 4 0
200 2 1 6
200 1 110 0
200 2 49 0
200 1 16 0
200 2 44 0
200 1 140 5
200 2 135 14
200 1 133 0
200 2 24 5
200 1 8 0
200 2 66 0
200 1 5 5
200 2 80 0
200 1 95 0
200 2 85 0
300 1 41 17
400 1 393 377
200 2 39 0
200 1 144 0
200 2 72 8
200 1 134 0
200 2 60 0
200 1 82 0
300 2 119 13
200 1 33 0
200 2 130 0
300 1 5 5
200 2 26 5
200 1 65 0
200 2 114 5
200 1 86 0
200 2 21 0
200 1 48 5
200 2 64 0
200 1 34 5
200 2 54 0
200 1 32 0
200 2 88 0
200 1 52 0
